12,8,5
19,35,5
12,29,4
14,20,4
1,37,4
3,46,2
19,15,3
1,20,1
6,48,5
7,44,5
3,6,5
4,25,5
17,12,3
8,11,4
14,30,5
13,41,3
8,40,5
15,14,1
11,19,4
6,7,4
1,31,5
11,32,4
13,16,3
2,51,2
6,17,3
3,35,3
18,39,4
9,28,4
2,42,4
8,28,4
1,29,4
11,43,4
18,2,3
18,30,4
17,9,5
1,17,5
15,47,4
14,44,5
6,12,5
9,31,4
8,9,3
6,32,5
5,9,3
19,10,5
15,37,5
15,43,4
13,40,4
1,5,5
11,21,3
18,21,4
16,16,5
13,43,5
12,21,5
14,2,4
17,34,5
18,36,3
5,2,4
3,50,4
19,25,3
13,24,5
1,46,1
8,8,4
10,18,4
19,8,1
16,1,5
19,38,4
3,26,5
17,6,2
6,8,4
17,37,5
7,12,5
19,30,4
15,22,4
15,15,3
13,51,3
11,1,3
19,47,3
4,45,4
10,34,5
15,30,4
6,2,5
15,2,5
7,23,4
1,40,5
4,34,4
8,31,4
16,49,4
7,39,3
9,47,5
5,26,5
11,33,5
15,17,5
14,45,4
6,19,4
15,42,5
18,6,3
9,8,3
13,38,3
2,28,4
17,40,4
15,5,3
5,38,4
13,50,2
6,28,4
17,47,3
18,32,5
12,39,4
16,10,3
5,8,2
8,37,4
11,44,5
6,44,5
12,14,2
6,26,5
11,13,3
15,48,5
4,29,4
9,51,5
14,46,2
18,25,5
19,18,4
13,33,1
15,32,4
13,46,5
14,13,2
11,46,3
16,23,5
6,33,5
14,38,5
19,21,3
17,49,4
18,34,3
11,15,4
4,49,3
10,31,4
2,39,4
3,23,5
19,26,2
14,19,5
6,14,2
19,40,5
6,47,4
3,25,4
18,7,5
2,26,5
15,40,5
14,21,2
1,26,4
2,2,3
6,43,5
3,9,4
8,38,4
15,38,1
7,25,5
5,13,5
18,47,5
11,51,4
9,29,4
7,42,3
3,11,3
13,31,4
16,51,4
16,3,5
18,17,4
2,50,5
12,48,5
16,42,5
3,20,3
1,16,4
15,16,4
10,30,3
5,33,5
5,24,5
14,48,3
6,49,5
13,18,1
12,10,5
11,41,4
9,17,3
18,51,4
10,40,5
9,43,4
1,36,5
1,51,5
12,42,1
11,2,5
12,45,5
4,42,5
15,44,3
1,11,5
11,3,1
11,22,3
12,30,1
9,14,5
4,4,3
2,20,5
4,44,5
10,13,4
16,37,5
12,26,2
17,4,4
3,8,5
2,29,4
6,18,5
17,51,5
18,35,4
8,43,3
19,28,4
8,4,4
12,1,3
15,8,4
16,6,5
8,23,4
12,46,1
19,48,4
4,15,5
5,39,4
1,39,5
4,31,5
1,30,4
3,43,5
14,49,5
14,32,5
9,11,4
15,31,3
16,32,5
15,23,4
18,50,5
18,19,5
9,4,4
10,8,5
14,42,4
3,7,3
8,6,1
9,35,2
8,36,1
18,26,5
5,40,5
10,2,3
9,20,5
11,29,3
10,39,4
1,1,5
18,48,1
13,48,3
2,33,5
3,51,5
4,11,3
13,23,3
6,25,5
18,9,3
8,46,3
12,3,3
5,10,3
8,22,4
3,5,4
8,7,4
11,25,4
11,40,4
7,15,5
4,18,5
13,8,1
1,18,3
1,2,5
5,22,4
7,6,5
4,40,4
10,49,4
2,10,4
18,27,2
11,27,4
10,10,5
17,50,5
6,36,5
17,3,3
3,47,4
9,48,4
13,10,4
10,17,4
12,16,3
15,35,5
12,50,5
11,8,4
4,27,5
18,3,3
5,43,3
16,11,3
6,1,3
10,5,5
2,11,3
7,47,3
4,2,4
9,38,2
17,21,4
7,20,1
10,46,3
3,49,5
10,45,3
10,28,1
7,46,5
16,34,5
9,19,5
18,29,4
3,12,3
10,42,2
12,37,1
13,3,5
4,24,5
8,24,5
3,31,3
18,5,4
14,33,5
10,14,4
8,20,4
19,44,5
4,50,5
12,20,5
16,36,5
15,21,5
16,8,5
11,11,3
8,2,5
1,49,4
10,26,5
18,12,4
17,39,5
8,12,1
13,7,5
9,3,2
7,49,1
19,24,1
4,20,5
11,35,5
15,27,5
13,13,5
1,48,3
12,38,3
19,36,4
16,46,4
16,14,5
5,15,4
7,26,5
15,7,2
14,10,4
19,42,3
2,32,5
16,12,3
2,23,5
5,12,4
1,15,5
6,39,5
4,14,5
5,28,5
10,38,4
3,22,5
10,11,5
19,9,2
9,16,5
8,47,5
10,6,3
1,8,5
18,42,4
18,22,4
19,6,5
14,34,1
19,39,2
